id,author,cleaned_text
id17277,MWS,saying stepped aside wrote list several boks treating natural philosophy desired procure dismised mentioning beginning following week intended commence course lectures upon natural philosophy general relations waldman fellow professor would lecture upon chemistry alternate days omited
id15396,HPL,im going prepare bluntly
id11180,HPL,felt clue loked floor fireplace mould nitre taken strange forms
id12912,EAP,opera night bils presented rare attraction house excessively crowded
id24929,MWS,raymond somewhat recovered prepared assume command army
id18981,EAP,therefore evident ascend high may cannot literally speaking arrive limit beyond atmosphere found
id17887,EAP,wanting grounds suspicion articles placed thicket view diverting attention real scene outrage
id02025,MWS,labour winding among little paths mountain fixing fet firmly advanced perplexed ocupied emotions ocurences day produced
id24260,HPL,peasants told near iranon knew native city aira
id01752,EAP,truth dream like spirit soothing place venerable old town
id06782,HPL,contrary wish enlightenment prompted purely professional considerations
id13457,EAP,like largely lettered signs placards street escape observation dint excessively obvious physical oversight precisely analogous moral inapprehension intellect sufers pass unnoticed considerations obtrusively palpably self evident
id20451,EAP,rash pursuit object rushes mere assumption outset
id27916,EAP,rable indeed noble free citizens epidaphne beasts say take care overheard
id12679,HPL,even avoid looking steadily
id22858,MWS,last fell convulsions
id01499,HPL,inded accident interminable writhings jared forgotten electric lamp alight shone eerily along burrow caked loam stretched curved ahead
id05042,MWS,slep fled eyes wandered like evil spirit comited deds mischief beyond description horrible much persuaded yet behind
id01534,HPL,wondered writers made much fact old whateley always paid cattle gold pieces extremely ancient date
id17611,MWS,affectionate brother robert walton leter july th mrs savile england dear sister write lines haste say safe well advanced voyage
id06006,MWS,shall find elinor lost
id20523,HPL,good wife waxes stouter children older prosier useful never fails smile correctly pride occasion cals
id21911,HPL,sargent threw mail bag roll newspapers entered hotel pasengers men seen ariving newburyport morning shambled sidewalk exchanged faint guttural words loafer language could sworn english
id23679,HPL,motive prompted hybrid crew order back emma sailed hideous idol
id25191,EAP,ordinary dislike quackery morbidly afraid apearing empirical however fully might convinced right track matter question would never spoken every thing ready practical demonstration
id11095,HPL,said dream means prove greater reality life house stone brick south sinister swamp cemetery low hillock pole star pers north window night
id24123,EAP,knowing one eats thought tables people province
id21863,MWS,information first received silence confused murmur suceded chairman declared lord raymond duly chosen amounted shout applause victory
id20237,HPL,bursting exploding bladder slushy nastiness cloven sunfish stench thousand opened graves sound chronicler would put paper
id20024,EAP,ill luck would alit upon fet within vehicle
id03409,MWS,abhorrence fiend cannot conceived
id16531,EAP,soon however grew ashamed weakness proceded
id03111,EAP,papa captain pratt went round cape horn captain smitherton doubled cape god hope
id00009,HPL,alien indeed art literature sane balanced readers know recognised thing hinted forbidden necronomicon mad arab abdul alhazred ghastly soul symbol corpse eating cult inaccessible leng central asia
id26433,MWS,bankers merchants manufacturers whose trade depended exports interchange wealth became bankrupt
id20185,EAP,north wing saw bed chamber door opened parlor
id25336,MWS,mother penyles burthened two children waited week month sickening expectation reply never came
id12294,EAP,silk parasol strong threads run together within
id05099,MWS,sunk silence drank doleful acounts prognostications guest
id10026,HPL,truth diary thought couched style clearly shewing mixed occult erudition general illiteracy strange wrote
id21675,EAP,stay night send jup sunrise
id18201,EAP,also peculiar shuffle fet calculated induce suspicion collusion machine minds cunning sagacious
id12976,MWS,least illness caused throes terror miserable absent treasure happiness garnered fragile kept forever watch lest insidious thief steal valued gems
id13479,MWS,awoke half stupefied felt heavy oppression knew wherefore entered council chamber brain questioned various ministers thought therein asembled soon remembered soon limbs quivered beneath tormenting power soon knew slave sudenly unannounced lord raymond entered apartment
id12948,EAP,wearied heart anxieties origin general turmoil decay sucumbed fierce fever
id14985,MWS,father grew worse time entirely ocupied atending means subsistence decreased tenth month father died arms leaving orphan beggar
id01900,MWS,shal hate abhor
id11829,HPL,close home lies singular wooded hollow whose twilight deps spent time reading thinking dreaming
id14548,MWS,seek knowledge wisdom ardently hope gratification wishes may serpent sting mine
id05864,HPL,old shook head replied stranger indeed heard name aira names thou hast spoken come afar waste long years
id03621,HPL,plainly time lose
id11338,EAP,certainly relentlessly vibrated within three inches bosom strugled violently furiously free left arm
id23177,EAP,taken turns manner light step adjoining staircase arested attention
id10774,EAP,masa cotch fuss let go gin mighty quick tell den de time must ha got de bite
id11293,MWS,still hackney coaches accustomed stand streets truly habit use
id20768,EAP,let beg notice highly artificial arrangement articles
id24326,MWS,felix visited grate night made known prisoner intentions favour
id07401,HPL,thereafter cautious incantations wish cut body earth unknown abyses whence could never return
id02649,MWS,given new wants trifle heart whole truth shorn lamb thrust bleak hill side tortured every blast
id21089,MWS,perceived cloud gathering tried dissipate strength felings would permit pass thus lightly sacred subject said emphatically permit remark devotedly attached earl windsor best friend benefactor
id04402,HPL,stopped saw firm denial librarians face goatish features grew crafty
id23255,HPL,first hope find reagent would restore vitality actual advent death repeated failures animals shewn natural artificial life motions incompatible
